"Node Number","Time","Power Reading","Temperature","Wind generation was in excess"
1,"2015-03-09T04:18:05.758Z",903.7199999999999,1,false
0,"2015-03-09T04:18:06.397Z",23.400000000000002,1,false
1,"2015-03-09T04:18:06.770Z",1070.28,1,false
0,"2015-03-09T04:18:07.410Z",24.479999999999997,1,false
1,"2015-03-09T04:18:07.781Z",1410.3600000000001,1,false
0,"2015-03-09T04:18:08.422Z",20.400000000000002,1,false
1,"2015-03-09T04:18:08.791Z",1084.68,1,false
0,"2015-03-09T04:18:09.434Z",21.36,1,false
1,"2015-03-09T04:18:09.802Z",1269.72,1,false
0,"2015-03-09T04:18:10.446Z",22.68,1,false
1,"2015-03-09T04:18:10.815Z",1028.8799999999999,1,false
0,"2015-03-09T04:18:11.458Z",21.36,1,false
1,"2015-03-09T04:18:11.827Z",1262.8799999999999,1,false
0,"2015-03-09T04:18:12.472Z",21.599999999999998,1,false
1,"2015-03-09T04:18:12.838Z",1301.16,1,false
0,"2015-03-09T04:18:13.483Z",20.040000000000003,1,false
1,"2015-03-09T04:18:13.850Z",1030.32,1,false
0,"2015-03-09T04:18:14.504Z",16.8,1,false
1,"2015-03-09T04:18:14.863Z",1327.5600000000002,1,false
0,"2015-03-09T04:18:15.516Z",18.96,1,false
1,"2015-03-09T04:18:15.875Z",1362.96,1,false
0,"2015-03-09T04:18:16.527Z",18,1,false
1,"2015-03-09T04:18:16.887Z",11.28,1,false
0,"2015-03-09T04:18:17.539Z",18.96,1,false
1,"2015-03-09T04:18:17.898Z",11.76,1,false
0,"2015-03-09T04:18:18.551Z",17.04,1,false
1,"2015-03-09T04:18:18.909Z",11.52,1,false
0,"2015-03-09T04:18:19.563Z",15.72,1,false
1,"2015-03-09T04:18:19.922Z",11.76,1,false
0,"2015-03-09T04:18:20.574Z",15.72,1,false
1,"2015-03-09T04:18:20.935Z",5.88,1,false
0,"2015-03-09T04:18:21.585Z",14.52,1,false
1,"2015-03-09T04:18:21.947Z",8.639999999999999,1,false
0,"2015-03-09T04:18:22.598Z",14.52,1,false
1,"2015-03-09T04:18:22.958Z",1587,1,false
0,"2015-03-09T04:18:23.610Z",14.52,1,false
1,"2015-03-09T04:18:23.969Z",1138.1999999999998,1,false
0,"2015-03-09T04:18:24.622Z",16.8,1,false
1,"2015-03-09T04:18:24.981Z",1470.3600000000001,1,false
0,"2015-03-09T04:18:25.634Z",16.32,1,false
1,"2015-03-09T04:18:25.993Z",871.92,1,false
0,"2015-03-09T04:18:26.646Z",17.04,1,false
1,"2015-03-09T04:18:27.011Z",1407,1,false
0,"2015-03-09T04:18:27.660Z",18.6,1,false
1,"2015-03-09T04:18:28.023Z",1388.04,1,false
0,"2015-03-09T04:18:28.671Z",18.36,1,false
1,"2015-03-09T04:18:29.035Z",752.28,1,false
0,"2015-03-09T04:18:29.682Z",18,1,false
1,"2015-03-09T04:18:30.047Z",1454.28,1,false
0,"2015-03-09T04:18:30.694Z",12.719999999999999,1,false
